"Treatment";"VisitorKnown";"ViewsOnSale";"ViewedBeforePageCART";"HadBasketAdd";"WasConvertedBefore";"TimeSinceLastVisit";"TimeSinceLastConversion";"TimeOnProduct";"TimeOnOverview";"TimeOnSale";"ClicksPerProduct";"ChannelPaid";"TimeToFirstSearch";"TimeToFirstOverview";"TimeToFirstProduct";"TimeToFirstCART";"TimeToFirstSale";"TimeSinceFirstCART";"NrDifferentProduct";"TimeToBasketAdd";"BasketQuantity";"NormalizedBasketSum";"TimeSinceClick";"TimeSinceTabSwitch";"ScreenWidth";"DurationLastVisit";"HourOfDay";"PageIsHome";"PageIsSearch";"PageIsProduct";"PageIsOverview";"PageIsSale";"Conversion"
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;5;136;1280;806;0;0;0;1;0;0;0
1;1;0;0;0;1;7102369;1385659;9310;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;38;42;1280;266;9;1;0;0;0;0;1
1;1;0;0;0;0;32650;3564135;86319;1851;100238;"0";0;136;0;114;324;90;267;0;315;0;1;3;136;1600;308;8;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;8;136;1280;806;10;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;86319;1270;100238;"0";0;136;66;114;324;90;267;0;315;0;1;0;136;1680;806;16;0;0;0;1;0;0
1;1;0;0;0;1;7001084;2475270;110304;10550;100238;"0";0;136;305;0;324;90;267;2;315;0;1;3;84;1173;862;12;0;0;1;0;0;1
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;3;136;1280;806;7;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;22;77;81;324;90;267;1;315;0;1;2;136;1920;806;15;0;0;1;0;0;1
1;0;0;0;1;0;3252568;3564135;21692;586;100238;"2";0;0;293;365;324;90;267;1;409;1;379;4;422;1920;806;7;0;0;0;1;0;1
1;1;0;0;0;0;6805581;3564135;26163;4645;100238;"1";0;136;0;30;324;90;267;1;315;0;1;6;32;1366;588;13;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;9;136;1280;806;23;0;0;1;0;0;0
1;1;0;0;0;1;794063;788961;86319;1;100238;"0";0;10;77;114;324;90;267;0;315;0;1;2;136;1920;654;10;0;1;0;0;0;1
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;12;136;1280;806;9;0;0;1;0;0;0
1;1;0;0;0;0;952351;3564135;142520;1;100238;"0";0;0;77;9;324;90;267;1;315;0;1;59;136;1440;2764;8;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;27848;2333;100238;"1";0;136;0;64;324;90;267;2;315;0;1;24;136;1680;806;11;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;61857;5156;100238;"0";0;136;0;357;324;90;267;1;315;0;1;64;64;1280;806;19;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;6;136;1280;806;3;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;5;136;1280;806;20;0;0;1;0;0;0
1;0;0;1;1;0;3252568;3564135;125152;840;100238;"0";0;36;9;43;104;90;2366;3;104;0;1;3;136;1920;806;11;0;1;0;0;0;1
1;0;0;0;0;0;3252568;3564135;128313;9223;100238;"0";0;136;0;33;324;90;267;1;315;0;1;20;136;1455;806;20;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;5;136;1280;806;11;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;125670;11743;100238;"3";0;136;49;234;324;90;267;3;315;0;1;12;22;1366;806;20;0;0;0;1;0;0
1;0;0;1;0;0;3252568;3564135;413431;7985;100238;"3";0;136;0;46;296;90;306;1;315;0;1;40;136;960;806;8;0;0;1;0;0;1
1;0;0;0;0;0;3252568;3564135;7953;9130;100238;"0";0;136;0;31;324;90;267;1;315;0;1;2;25;1366;806;13;0;0;0;1;0;0
1;1;0;0;0;0;2926878;3564135;48925;7452;100238;"0";0;0;235;108;324;90;267;2;315;0;1;5;136;1366;428;9;0;0;1;0;0;0
1;1;0;0;0;0;4849482;3564135;17401;2626;100238;"0";0;136;30;0;324;90;267;2;315;0;1;1;136;1600;1435;18;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;3223;100238;"0";0;136;20;114;324;90;267;0;315;0;1;3;136;1280;806;15;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;267690;4190;100238;"0";0;136;107;0;324;90;267;2;315;0;1;231;231;1600;806;18;0;0;0;1;0;0
1;1;0;0;0;0;3252568;3564135;86319;9583;100238;"0";0;136;0;114;324;90;267;0;315;0;1;3;10;1600;806;14;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;54534;979;100238;"2";0;136;62;189;324;90;267;2;315;0;1;2;136;1920;806;8;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;15;136;1280;806;12;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;6;136;1280;806;15;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;10046;10362;100238;"1";0;136;0;83;324;90;267;1;315;0;1;4;136;1920;806;11;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;6;136;1280;806;14;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;166345;8435;100238;"0";0;136;113;0;324;90;267;2;315;0;1;64;64;1366;806;22;0;0;0;1;0;0
1;1;0;0;0;0;3464510;3564135;86319;8489;100238;"0";0;136;15;114;324;90;267;0;315;0;1;21;21;1536;1233;6;0;0;0;1;0;0
1;0;0;0;1;0;3252568;3564135;36777;1;100238;"5";0;13;77;98;324;90;267;1;98;3;430;4;136;1680;806;9;0;1;0;0;0;1
1;0;0;1;1;0;3252568;3564135;54085;610;100238;"0";0;136;19;76;200;90;145;2;200;0;1;38;64;1440;806;21;0;0;0;1;0;1
1;1;0;0;0;0;5494212;3564135;86319;1;100238;"0";0;17;77;114;324;90;267;0;315;0;1;2;22;1600;203;9;0;1;0;0;0;0
1;0;0;0;0;0;3252568;3564135;95907;1988;100238;"0";0;136;0;106;324;90;267;2;315;0;1;8;8;1280;806;5;1;0;0;0;0;0
1;0;0;0;0;0;3252568;3564135;82396;10129;100238;"0";0;136;0;26;324;90;267;5;315;0;1;26;26;1920;806;16;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;4814;11479;100238;"0";0;19;7;72;324;90;267;1;315;0;1;3;7;1366;806;6;0;1;0;0;0;1
1;0;0;0;0;0;3252568;3564135;45610;1;100238;"0";0;93;77;0;324;90;267;2;315;0;1;3;117;1920;806;10;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;10669;100238;"0";0;136;0;114;324;90;267;0;315;0;1;3;136;1680;806;20;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;6;136;1280;806;19;0;0;1;0;0;0
1;0;0;1;1;0;3252568;3564135;86319;1;100238;"0";0;44;77;114;59;90;6;0;59;1;1438;5;136;1920;806;8;0;0;0;0;0;1
1;0;0;0;0;0;3252568;3564135;86319;1045;100238;"0";0;133;7;114;324;90;267;0;315;0;1;4;9;1920;806;14;0;1;0;0;0;0
1;1;0;1;1;0;5858493;3564135;73336;5665;100238;"1";0;136;33;82;179;90;30;1;179;1;1073;5;7;1920;310;11;0;0;0;0;0;1
1;1;0;0;0;0;3145811;3564135;86319;9685;100238;"0";0;136;0;114;324;90;267;0;315;0;1;2;136;1366;150;19;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;7;136;1280;806;12;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;27518;7450;100238;"1";0;136;81;0;324;90;267;1;315;0;1;19;136;1680;806;10;1;0;0;0;0;0
1;0;0;0;0;0;3252568;3564135;21742;6294;100238;"0";0;136;0;32;324;90;267;2;315;0;1;4;8;1680;806;20;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;3057;6582;100238;"1";0;136;21;65;324;90;267;1;315;0;1;13;136;2560;806;12;0;0;0;1;0;0
1;1;0;0;0;0;791150;3564135;8509;4744;100238;"0";0;136;646;0;324;90;267;3;315;0;1;4;1727;1920;781;12;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;4;136;1280;806;13;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;17;136;1280;806;12;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;6;136;1280;806;18;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;0;2018;100238;"0";0;136;15;43;324;90;267;1;315;0;1;4;136;1366;806;18;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;14826;3759;100238;"0";0;136;0;9;324;90;267;2;315;0;1;179;182;1920;806;9;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;9;136;1280;806;13;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;67096;7952;100238;"1";0;83;24;155;324;90;267;1;315;0;1;21;21;1366;806;21;1;0;0;0;0;0
1;0;0;0;0;0;3252568;3564135;89012;10417;100238;"0";0;136;13;0;324;90;267;1;315;0;1;1;131;1280;806;17;0;0;1;0;0;1
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;8;136;1280;806;7;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;121779;2110;100238;"0";0;136;12;89;324;90;267;6;315;0;1;2;158;1536;806;13;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;10331;100238;"0";0;0;74;114;324;90;267;0;315;0;1;4;31;1366;806;15;0;1;0;0;0;0
1;1;0;0;0;0;3252568;3564135;36930;5761;100238;"0";0;136;0;22;324;90;267;2;315;0;1;3;14;1366;806;13;0;0;1;0;0;0
1;1;0;0;0;0;3929998;3564135;0;1;100238;"0";0;83;77;95;324;90;267;1;315;0;1;7;11;1366;173;20;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;9958;100238;"0";0;136;69;166;324;90;267;1;315;0;1;103;254;1366;806;19;0;0;0;0;0;0
1;1;0;0;0;0;4156562;3564135;20097;1;100238;"0";0;136;77;33;324;90;267;2;315;0;1;1;136;1920;1892;18;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;86319;1;100238;"0";0;14;77;114;324;90;267;0;315;0;1;4;136;1920;806;7;0;1;0;0;0;0
1;1;0;0;0;0;7573243;3564135;9799;1693;100238;"0";0;136;116;77;324;90;267;2;315;0;1;4;6;1366;228;5;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;26038;76;100238;"8";0;136;0;13;324;90;267;1;315;0;1;2;136;1920;806;9;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;86319;1019;100238;"0";0;136;13;114;324;90;267;0;315;0;1;4;136;1600;806;18;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;69486;8621;100238;"0";0;136;13;0;324;90;267;3;315;0;1;3;136;1600;806;18;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;6;136;1280;806;1;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;9956;100238;"0";0;136;26;114;324;90;267;0;315;0;1;2;7;1280;806;15;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;47062;9012;100238;"0";0;136;0;70;324;90;267;1;315;0;1;15;15;1600;806;21;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;870874;10091;100238;"0";0;136;0;21;324;90;267;5;315;0;1;31;31;1920;806;9;0;0;1;0;0;1
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;5;136;1280;806;2;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;917;100238;"0";0;136;8;114;324;90;267;0;315;0;1;7;7;1366;806;15;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;11444;100238;"0";0;136;0;105;324;90;267;1;315;0;1;4;29;1920;806;15;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;3667;6110;100238;"0";0;136;312;0;324;90;267;2;315;0;1;12;136;1920;806;15;0;0;0;1;0;0
1;1;0;0;0;1;886823;860647;0;7043;100238;"0";0;136;0;267;324;90;267;1;315;0;1;28;39;1280;470;16;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;6;136;1280;806;12;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;120943;37;100238;"1";0;106;0;178;324;90;267;1;315;0;1;3;7;1366;806;15;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;6;136;1280;806;2;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;7;136;1280;806;6;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;107084;1252;100238;"0";0;136;97;132;324;90;267;3;315;0;1;4;43;1440;806;14;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;7422;100238;"0";0;136;180;114;324;90;267;0;315;0;1;5;13;1600;806;20;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;76467;2270;100238;"2";0;136;0;95;324;90;267;2;315;0;1;3;22;1680;806;9;0;0;1;0;0;0
1;1;0;0;0;0;4735715;3564135;86319;3972;100238;"0";0;136;86;114;324;90;267;0;315;0;1;5;14;1366;181;17;0;0;0;1;0;0
1;1;0;0;0;0;1723558;3564135;86319;1;100238;"0";0;136;77;114;324;90;267;0;315;0;1;2572;2572;1280;52;8;1;0;0;0;0;1
1;0;0;0;0;0;3252568;3564135;122664;4624;100238;"1";0;136;5;32;324;90;267;2;315;0;1;3;136;1440;806;5;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;26;136;1280;806;12;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;5;136;1280;806;3;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;0;6109;100238;"0";0;136;38;105;324;90;267;1;315;0;1;4;136;1280;806;20;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;13196;10917;100238;"0";0;136;1089;0;324;90;267;3;315;0;1;5;1193;1920;806;14;0;0;1;0;0;1
1;0;0;0;0;0;3252568;3564135;400720;2439;100238;"0";0;136;295;0;324;90;267;6;315;0;1;9;9;1680;806;12;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;51914;10654;100238;"0";0;136;40;51;324;90;267;2;315;0;1;2;87;1920;806;22;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;3035;11578;100238;"0";0;136;10;18;324;90;267;2;315;0;1;6;136;1600;806;13;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;9;136;1280;806;20;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;2954;100238;"0";0;136;0;223;324;90;267;1;315;0;1;377;136;1280;806;15;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;6171;100238;"0";0;136;10;59;324;90;267;1;315;0;1;4;136;1366;806;21;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;39959;8707;100238;"0";0;136;13;61;324;90;267;2;315;0;1;3;136;1366;806;21;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;7;136;1280;806;10;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;1580;100238;"0";0;136;0;114;324;90;267;0;315;0;1;154;136;1024;806;17;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;86319;5085;100238;"0";0;136;9;114;324;90;267;0;315;0;1;2;136;1745;806;12;0;0;0;1;0;0
1;0;0;0;1;0;3252568;3564135;109134;4889;100238;"4";0;136;0;167;324;90;267;1;279;1;284;4;53;1366;806;10;0;0;0;1;0;1
1;0;0;0;0;0;3252568;3564135;86319;7459;100238;"0";0;136;19;114;324;90;267;0;315;0;1;2;136;1219;806;10;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;9;136;1280;806;11;0;0;1;0;0;0
1;1;0;0;0;1;5621800;3112418;4798;1;100238;"0";0;136;77;9;324;90;267;2;315;0;1;14;31;1920;37;18;0;0;1;0;0;1
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;12;136;1280;806;9;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;5121;100238;"0";0;136;10;43;324;90;267;1;315;0;1;3;9;1920;806;14;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;10904;5072;100238;"0";0;136;0;70;324;90;267;1;315;0;1;3;7;1280;806;12;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;86319;6217;100238;"0";0;136;57;114;324;90;267;0;315;0;1;2;67;1024;806;14;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;36166;10195;100238;"1";0;136;19;103;324;90;267;1;315;0;1;2;136;1366;806;18;0;0;0;1;0;0
1;0;0;1;1;0;3252568;3564135;0;1;100238;"0";0;136;77;29;43;90;26;1;43;1;340;6;19;2560;806;18;0;0;0;0;0;1
1;0;0;0;0;0;3252568;3564135;24345;9887;100238;"1";0;136;18;0;324;90;267;2;315;0;1;6;9;1920;806;15;0;0;0;1;0;0
1;1;0;0;0;0;3252568;3564135;43659;769;100238;"0";0;216;64;17;324;90;267;4;315;0;1;3;13;1280;806;19;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;74252;5024;100238;"0";0;136;41;115;324;90;267;3;315;0;1;2;4;1920;806;13;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;7707;100238;"0";0;136;0;114;324;90;267;0;315;0;1;1;136;1366;806;20;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;203221;9288;100238;"0";0;136;125;0;324;90;267;3;315;0;1;3;136;1680;806;10;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;8;136;1280;806;17;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;422823;9540;100238;"0";0;136;0;13;324;90;267;2;315;0;1;272;288;1680;806;21;0;0;0;1;0;0
1;1;0;0;0;0;3252568;3564135;77931;11560;100238;"875";0;136;19;0;324;90;267;3;315;0;1;2;136;1920;806;16;0;0;1;0;0;1
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;10;136;1280;806;15;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;8;136;1280;806;17;0;0;1;0;0;0
1;0;1;0;0;0;3252568;3564135;55754;6888;15556;"0";0;136;18;53;324;0;267;1;315;0;1;3;9;1600;806;13;0;0;0;1;0;0
1;1;0;0;0;0;3252568;3564135;19848;1;100238;"5";0;47;77;23;324;90;267;1;315;0;1;4;136;1600;806;20;0;1;0;0;0;0
1;1;0;0;0;0;1259556;3564135;125268;1;100238;"0";0;110;77;0;324;90;267;2;315;0;1;19;19;1920;317;9;0;1;0;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;2928;100238;"0";0;141;30;114;324;90;267;0;315;0;1;5;17;1920;806;21;0;0;0;1;0;0
1;1;0;0;0;0;3252568;3564135;25291;8366;100238;"0";0;136;0;29;324;90;267;1;315;0;1;2;136;1455;806;16;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;6;136;1280;806;10;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;5;136;1280;806;17;0;0;1;0;0;0
1;0;0;1;0;0;3252568;3564135;57210;6200;100238;"3";0;136;10;51;113;90;16;1;315;0;1;3;10;1366;806;22;0;0;0;0;0;1
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;5;136;1280;806;10;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;11250;100238;"0";0;136;324;114;324;90;267;0;315;0;1;2;136;1680;806;13;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;42936;6949;100238;"0";0;136;5;16;324;90;267;4;315;0;1;27;27;1920;806;13;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;57296;5574;100238;"1";0;136;0;6;324;90;267;2;315;0;1;20;25;1680;806;19;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;218964;6734;100238;"0";0;136;0;29;324;90;267;2;315;0;1;4;225;1440;806;21;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;13859;8375;100238;"0";0;136;77;50;324;90;267;1;315;0;1;1;136;1280;806;16;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;6;136;1280;806;14;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;1;100238;"0";0;195;77;114;324;90;267;0;315;0;1;4;136;1600;806;20;0;1;0;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;6;136;1280;806;13;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;5;136;1280;806;9;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;103559;11735;100238;"2";0;136;0;68;324;90;267;3;315;0;1;4;83;1280;806;19;0;0;0;1;0;0
1;0;0;1;1;0;3252568;3564135;321196;3731;100238;"0";0;136;21;64;655;90;45;5;476;2;801;45;136;1680;806;9;0;0;1;0;0;1
1;1;0;0;0;1;3994867;1477128;0;4639;100238;"0";0;136;18;47;324;90;267;1;315;0;1;4;28;1366;1449;15;0;0;1;0;0;0
1;1;0;0;0;0;7353978;3564135;15922;8387;100238;"1";0;136;54;0;324;90;267;1;315;0;1;3;30;1366;1504;11;0;0;0;1;0;0
1;1;0;0;0;0;3252568;3564135;86319;5495;100238;"0";0;136;10;114;324;90;267;0;315;0;1;2;5;1366;806;13;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;86319;10294;100238;"0";0;136;4;114;324;90;267;0;315;0;1;14;136;1680;806;16;0;0;0;1;0;0
1;1;0;0;0;1;7634808;3978457;62781;1;100238;"2";0;84;77;25;324;90;267;2;315;0;1;8;136;1366;2837;22;0;1;0;0;0;1
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;6;136;1280;806;22;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;86319;2286;100238;"0";0;136;0;114;324;90;267;0;315;0;1;3;136;2000;806;16;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;6715;100238;"0";0;136;25;463;324;90;267;2;315;0;1;119;221;1366;806;16;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;86319;1;100238;"0";0;136;77;114;324;90;267;0;315;0;1;1211;1211;1680;806;12;1;0;0;0;0;0
1;1;1;0;0;0;438478;3564135;86319;11186;4702;"0";0;136;6;114;324;0;267;0;315;0;1;1;136;1600;1652;19;0;0;0;1;0;0
1;1;0;0;0;0;3252568;3564135;86319;1;100238;"0";0;20;77;114;324;90;267;0;315;0;1;3;136;1680;806;9;0;1;0;0;0;0
1;1;0;1;1;0;861490;3564135;86343;1;100238;"0";0;1197;77;11;48;90;1148;2;48;0;1;2;52;1920;314;16;0;1;0;0;0;1
1;0;0;0;0;0;3252568;3564135;11633;8773;100238;"0";0;136;7;76;324;90;267;1;315;0;1;28;136;1024;806;16;0;0;1;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;17;136;1280;806;22;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;59346;1;100238;"2";0;515;77;0;324;90;267;3;315;0;1;4;169;1280;806;18;0;1;0;0;0;0
1;0;0;0;0;0;3252568;3564135;184029;6869;100238;"0";0;1329;1285;0;324;90;267;2;315;0;1;4;1482;1920;806;16;0;0;1;0;0;1
1;0;0;0;0;0;3252568;3564135;404671;9038;100238;"2";0;136;16;94;324;90;267;1;315;0;1;2;745;1920;806;11;0;0;0;0;0;0
1;1;0;0;0;0;3252568;3564135;86319;11441;100238;"0";0;136;24;114;324;90;267;0;315;0;1;2;91;1745;806;13;1;0;0;0;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;8;136;1280;806;14;0;0;1;0;0;0
1;1;0;0;0;1;7529960;5370082;5901;10865;100238;"1";0;6;28;20;324;90;267;1;315;0;1;3;136;1920;61;12;0;0;0;1;0;1
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;2;315;0;1;6;136;1280;806;17;0;0;1;0;0;0
1;1;0;0;0;1;4791439;4791439;86319;2;100238;"0";0;136;22;114;324;90;267;0;315;0;1;5;16;1024;986;23;0;0;0;1;0;1
1;1;0;0;0;0;3252568;3564135;41917;41;100238;"0";0;136;0;72;324;90;267;2;315;0;1;31;31;1280;806;18;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;5;136;1280;806;11;0;0;1;0;0;0
1;1;0;0;0;0;3252568;3564135;86319;1;100238;"0";0;136;77;114;324;90;267;0;315;0;1;6;31;1344;806;12;0;0;0;0;0;0
1;0;0;0;0;0;3252568;3564135;39318;717;100238;"0";0;136;32;101;324;90;267;4;315;0;1;7;136;1680;806;15;0;0;1;0;0;0
1;1;0;0;0;0;3176117;3564135;68031;3182;100238;"2";0;136;74;0;324;90;267;1;315;0;1;7;136;1280;111;12;0;0;0;1;0;0
1;1;0;0;1;0;5852388;3564135;55776;3383;100238;"2";0;136;6;91;324;90;267;2;253;1;188;3;13;1366;63;10;0;0;0;1;0;1
1;1;0;0;0;0;3252568;3564135;86319;6663;100238;"0";0;136;9;114;324;90;267;0;315;0;1;3;5;1680;806;13;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;86319;935;100238;"0";0;136;13;114;324;90;267;0;315;0;1;47;136;1920;806;12;0;0;0;1;0;0
1;0;0;0;0;0;3252568;3564135;0;1;100238;"0";0;136;77;0;324;90;267;1;315;0;1;5;136;1280;806;15;0;0;1;0;0;0
