"Treatment";"VisitorKnown";"ViewsOnSale";"ViewedBeforePageCART";"HadBasketAdd";"WasConvertedBefore";"TimeSinceLastVisit";"TimeSinceLastConversion";"TimeOnProduct";"TimeOnOverview";"TimeOnSale";"ClicksPerProduct";"ChannelPaid";"TimeToFirstSearch";"TimeToFirstOverview";"TimeToFirstProduct";"TimeToFirstCART";"TimeToFirstSale";"TimeSinceFirstCART";"NrDifferentProduct";"TimeToBasketAdd";"BasketQuantity";"NormalizedBasketSum";"TimeSinceClick";"TimeSinceTabSwitch";"ScreenWidth";"DurationLastVisit";"HourOfDay";"PageIsHome";"PageIsSearch";"PageIsProduct";"PageIsOverview";"PageIsSale";"Conversion"
0;0;0;0;0;0;3252568;3564135;86319;46589;100238;"0";0;68;20;114;324;90;267;0;315;0;1;20;20;1366;806;17;0;0;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;46589;100238;"0";0;68;20;114;324;90;267;0;315;0;1;20;20;1366;806;17;0;0;0;0;0;0
0;1;0;0;0;0;3252568;3564135;208925;55046;100238;"1";0;136;7;18;324;90;267;3;315;0;1;4;40;1920;806;21;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;208925;55046;100238;"1";0;136;7;18;324;90;267;3;315;0;1;4;40;1920;806;21;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;208925;55046;100238;"1";0;136;7;18;324;90;267;3;315;0;1;4;40;1920;806;21;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;208925;55046;100238;"1";0;136;7;18;324;90;267;3;315;0;1;4;40;1920;806;21;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;208925;55046;100238;"1";0;136;7;18;324;90;267;3;315;0;1;4;40;1920;806;21;0;0;1;0;0;0
0;1;0;0;0;0;6034943;3564135;18161;75343;100238;"0";0;26;77;56;324;90;267;1;315;0;1;19;19;1707;596;16;0;1;0;0;0;0
0;1;0;0;0;0;6034943;3564135;18161;75343;100238;"0";0;26;77;56;324;90;267;1;315;0;1;19;19;1707;596;16;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;151360;100238;"0";1;17;0;114;324;90;267;0;315;0;1;4;4;1440;806;13;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;86319;151360;100238;"0";1;17;0;114;324;90;267;0;315;0;1;4;4;1440;806;13;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;31757;189751;100238;"1";0;136;29;0;324;90;267;2;315;0;1;0;3;1920;806;18;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;31757;189751;100238;"1";0;136;29;0;324;90;267;2;315;0;1;0;3;1920;806;18;0;0;1;0;0;0
0;1;0;0;0;0;1706189;3564135;265739;168134;100238;"0";0;136;6;35;324;90;267;4;315;0;1;2;136;1600;1693;12;0;0;0;1;0;0
0;1;0;0;0;0;1706189;3564135;265739;168134;100238;"0";0;136;6;35;324;90;267;4;315;0;1;2;136;1600;1693;12;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;86319;75343;100238;"0";0;18;77;114;324;90;267;0;315;0;1;10;37;1280;806;20;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;75343;100238;"0";0;18;77;114;324;90;267;0;315;0;1;10;37;1280;806;20;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;75343;100238;"0";0;18;77;114;324;90;267;0;315;0;1;10;37;1280;806;20;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;75343;100238;"0";0;18;77;114;324;90;267;0;315;0;1;10;37;1280;806;20;0;1;0;0;0;0
0;1;0;0;0;0;3252568;3564135;48257;75343;100238;"0";0;11;77;65;324;90;267;2;315;0;1;29;136;1280;806;12;0;1;0;0;0;0
0;1;0;0;0;0;3252568;3564135;48257;75343;100238;"0";0;11;77;65;324;90;267;2;315;0;1;29;136;1280;806;12;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;25056;31242;100238;"0";1;136;10;0;324;90;267;2;315;0;1;6;6;1920;806;20;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;25056;31242;100238;"0";1;136;10;0;324;90;267;2;315;0;1;6;6;1920;806;20;0;0;1;0;0;0
0;1;0;0;0;0;707615;3564135;139882;174281;100238;"0";1;136;23;0;324;90;267;3;315;0;1;35;136;1600;1492;14;0;0;1;0;0;0
0;1;0;0;0;0;707615;3564135;139882;174281;100238;"0";1;136;23;0;324;90;267;3;315;0;1;35;136;1600;1492;14;0;0;1;0;0;0
0;1;0;0;0;0;707615;3564135;139882;174281;100238;"0";1;136;23;0;324;90;267;3;315;0;1;35;136;1600;1492;14;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;10404;117610;100238;"0";1;136;18;32;324;90;267;1;315;0;1;5;21;1366;806;15;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;10404;117610;100238;"0";1;136;18;32;324;90;267;1;315;0;1;5;21;1366;806;15;0;0;0;1;0;0
0;1;0;0;0;0;428489;3564135;285488;0;100238;"0";0;136;3353;0;324;90;267;2;315;0;1;2;3149;1366;196;10;0;0;0;1;0;0
0;1;0;0;0;0;428489;3564135;285488;0;100238;"0";0;136;3353;0;324;90;267;2;315;0;1;2;3149;1366;196;10;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;86319;10785;100238;"0";0;185;66;114;324;90;267;0;315;0;1;31;136;1024;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;10785;100238;"0";0;185;66;114;324;90;267;0;315;0;1;31;136;1024;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;99793;33638;100238;"0";1;0;441;26;324;90;267;4;315;0;1;1;18;1366;806;7;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;99793;33638;100238;"0";1;0;441;26;324;90;267;4;315;0;1;1;18;1366;806;7;0;0;1;0;0;0
0;1;0;0;0;0;2693763;3564135;46294;75343;100238;"0";0;40;77;0;324;90;267;2;315;0;1;9;136;2560;298;16;0;1;0;0;0;0
0;1;0;0;0;0;2693763;3564135;46294;75343;100238;"0";0;40;77;0;324;90;267;2;315;0;1;9;136;2560;298;16;0;1;0;0;0;0
0;1;0;0;0;0;2693763;3564135;46294;75343;100238;"0";0;40;77;0;324;90;267;2;315;0;1;9;136;2560;298;16;0;1;0;0;0;0
0;1;0;0;0;0;3252568;3564135;0;75343;100238;"0";1;46;77;86;324;90;267;1;315;0;1;1;40;1920;806;10;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;0;75343;100238;"0";1;46;77;86;324;90;267;1;315;0;1;1;40;1920;806;10;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;0;75343;100238;"0";1;46;77;86;324;90;267;1;315;0;1;1;40;1920;806;10;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;0;75343;100238;"0";1;46;77;86;324;90;267;1;315;0;1;1;40;1920;806;10;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;11399;121993;100238;"0";0;158;14;130;324;90;267;3;315;0;1;1;136;1366;806;20;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;11399;121993;100238;"0";0;158;14;130;324;90;267;3;315;0;1;1;136;1366;806;20;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;11399;121993;100238;"0";0;158;14;130;324;90;267;3;315;0;1;1;136;1366;806;20;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;1382;4396;100238;"0";0;136;15;0;324;90;267;2;315;0;1;1;136;1920;806;22;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;1382;4396;100238;"0";0;136;15;0;324;90;267;2;315;0;1;1;136;1920;806;22;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;1382;4396;100238;"0";0;136;15;0;324;90;267;2;315;0;1;1;136;1920;806;22;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;1382;4396;100238;"0";0;136;15;0;324;90;267;2;315;0;1;1;136;1920;806;22;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;1382;4396;100238;"0";0;136;15;0;324;90;267;2;315;0;1;1;136;1920;806;22;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;1382;4396;100238;"0";0;136;15;0;324;90;267;2;315;0;1;1;136;1920;806;22;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;1382;4396;100238;"0";0;136;15;0;324;90;267;2;315;0;1;1;136;1920;806;22;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;1382;4396;100238;"0";0;136;15;0;324;90;267;2;315;0;1;1;136;1920;806;22;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;130786;75343;100238;"0";0;12;77;35;324;90;267;3;315;0;1;4;4;1536;806;19;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;130786;75343;100238;"0";0;12;77;35;324;90;267;3;315;0;1;4;4;1536;806;19;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;130786;75343;100238;"0";0;12;77;35;324;90;267;3;315;0;1;4;4;1536;806;19;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;130786;75343;100238;"0";0;12;77;35;324;90;267;3;315;0;1;4;4;1536;806;19;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;91759;90961;100238;"0";1;136;0;44;324;90;267;3;315;0;1;42;136;1280;806;17;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;40612;47281;100238;"0";1;136;0;121;324;90;267;1;315;0;1;1207;1346;1366;806;20;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;86319;75343;100238;"0";0;14;77;114;324;90;267;0;315;0;1;6;136;1366;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;75343;100238;"0";0;14;77;114;324;90;267;0;315;0;1;6;136;1366;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;75343;100238;"0";0;14;77;114;324;90;267;0;315;0;1;6;136;1366;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;75343;100238;"0";0;14;77;114;324;90;267;0;315;0;1;6;136;1366;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;217912;268308;100238;"0";0;136;0;21;324;90;267;12;315;0;1;0;12;1280;806;7;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;217912;268308;100238;"0";0;136;0;21;324;90;267;12;315;0;1;0;12;1280;806;7;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;217912;268308;100238;"0";0;136;0;21;324;90;267;12;315;0;1;0;12;1280;806;7;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;217912;268308;100238;"0";0;136;0;21;324;90;267;12;315;0;1;0;12;1280;806;7;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;217912;268308;100238;"0";0;136;0;21;324;90;267;12;315;0;1;0;12;1280;806;7;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;217912;268308;100238;"0";0;136;0;21;324;90;267;12;315;0;1;0;12;1280;806;7;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;217912;268308;100238;"0";0;136;0;21;324;90;267;12;315;0;1;0;12;1280;806;7;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;12672;302808;100238;"0";1;136;0;288;324;90;267;2;315;0;1;1291;1291;1024;806;20;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;0;17713;100238;"0";0;136;0;18;324;90;267;1;315;0;1;21;136;1440;806;20;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;0;17713;100238;"0";0;136;0;18;324;90;267;1;315;0;1;21;136;1440;806;20;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;0;17713;100238;"0";0;136;0;18;324;90;267;1;315;0;1;21;136;1440;806;20;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;0;17713;100238;"0";0;136;0;18;324;90;267;1;315;0;1;21;136;1440;806;20;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;0;17713;100238;"0";0;136;0;18;324;90;267;1;315;0;1;21;136;1440;806;20;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;0;17713;100238;"0";0;136;0;18;324;90;267;1;315;0;1;21;136;1440;806;20;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;267286;66796;100238;"0";0;697;635;746;324;90;267;4;315;0;1;6;6;1536;806;17;0;1;0;0;0;0
0;1;0;0;0;0;3252568;3564135;267286;66796;100238;"0";0;697;635;746;324;90;267;4;315;0;1;6;6;1536;806;17;0;1;0;0;0;0
0;1;0;0;0;0;3252568;3564135;267286;66796;100238;"0";0;697;635;746;324;90;267;4;315;0;1;6;6;1536;806;17;0;1;0;0;0;0
0;1;0;0;0;0;7561630;3564135;262642;75343;100238;"1";0;59;77;181;324;90;267;3;315;0;1;31;136;1280;3738;8;0;1;0;0;0;0
0;1;0;0;0;0;7561630;3564135;262642;75343;100238;"1";0;59;77;181;324;90;267;3;315;0;1;31;136;1280;3738;8;0;1;0;0;0;0
0;1;0;0;0;0;2707142;3564135;86319;78955;100238;"0";0;136;32;114;324;90;267;0;315;0;1;0;136;1920;743;19;0;0;0;1;0;0
0;1;0;0;0;0;2707142;3564135;86319;78955;100238;"0";0;136;32;114;324;90;267;0;315;0;1;0;136;1920;743;19;0;0;0;1;0;0
0;1;0;0;0;0;5211234;3564135;86319;0;100238;"0";0;136;177;114;324;90;267;0;315;0;1;6;165;1366;539;18;0;0;0;1;0;0
0;1;0;0;0;0;5211234;3564135;86319;0;100238;"0";0;136;177;114;324;90;267;0;315;0;1;6;165;1366;539;18;0;0;0;1;0;0
0;1;0;0;0;0;5211234;3564135;86319;0;100238;"0";0;136;177;114;324;90;267;0;315;0;1;6;165;1366;539;18;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;25400;19210;100238;"0";1;113;27;46;324;90;267;2;315;0;1;0;136;1440;806;15;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;25400;19210;100238;"0";1;113;27;46;324;90;267;2;315;0;1;0;136;1440;806;15;0;0;1;0;0;0
0;1;0;0;0;0;3238759;3564135;60759;53004;100238;"1";1;136;0;39;324;90;267;2;315;0;1;1;18;1920;318;10;0;0;0;1;0;0
0;1;0;0;0;0;3238759;3564135;60759;53004;100238;"1";1;136;0;39;324;90;267;2;315;0;1;1;18;1920;318;10;0;0;0;1;0;0
0;1;0;0;0;0;3238759;3564135;60759;53004;100238;"1";1;136;0;39;324;90;267;2;315;0;1;1;18;1920;318;10;0;0;0;1;0;0
0;1;0;0;0;0;3238759;3564135;60759;53004;100238;"1";1;136;0;39;324;90;267;2;315;0;1;1;18;1920;318;10;0;0;0;1;0;0
0;1;0;0;0;0;3238759;3564135;60759;53004;100238;"1";1;136;0;39;324;90;267;2;315;0;1;1;18;1920;318;10;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;86319;97391;100238;"0";0;136;0;114;324;90;267;0;315;0;1;1;117;1366;806;7;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;86319;97391;100238;"0";0;136;0;114;324;90;267;0;315;0;1;1;117;1366;806;7;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;86319;97391;100238;"0";0;136;0;114;324;90;267;0;315;0;1;1;117;1366;806;7;0;0;0;1;0;0
0;0;3;0;0;0;3252568;3564135;65286;10362;287647;"0";0;136;358;369;324;34;267;1;315;0;1;65;65;1280;806;21;0;0;0;1;0;0
0;0;3;0;0;0;3252568;3564135;65286;10362;287647;"0";0;136;358;369;324;34;267;1;315;0;1;65;65;1280;806;21;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;10205;57093;100238;"0";0;136;224;0;324;90;267;5;315;0;1;15;292;1920;806;12;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;10205;57093;100238;"0";0;136;224;0;324;90;267;5;315;0;1;15;292;1920;806;12;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;9014;75343;100238;"0";0;136;77;0;324;90;267;1;315;0;1;1;136;1920;806;16;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;9014;75343;100238;"0";0;136;77;0;324;90;267;1;315;0;1;1;136;1920;806;16;0;0;1;0;0;0
0;1;0;0;0;0;1992861;3564135;0;38997;100238;"0";1;136;0;32;324;90;267;1;315;0;1;10;136;1600;2710;10;0;0;1;0;0;0
0;1;0;0;0;0;1992861;3564135;0;38997;100238;"0";1;136;0;32;324;90;267;1;315;0;1;10;136;1600;2710;10;0;0;1;0;0;0
0;1;0;0;0;0;3148038;3564135;176213;78623;100238;"1";0;136;41;121;324;90;267;1;315;0;1;4;136;1536;42;7;0;0;0;1;0;0
0;1;0;0;0;0;3148038;3564135;176213;78623;100238;"1";0;136;41;121;324;90;267;1;315;0;1;4;136;1536;42;7;0;0;0;1;0;0
0;1;0;0;0;0;3148038;3564135;176213;78623;100238;"1";0;136;41;121;324;90;267;1;315;0;1;4;136;1536;42;7;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;34675;75343;100238;"2";0;29;77;366;324;90;267;2;315;0;1;0;3;1920;806;8;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;34675;75343;100238;"2";0;29;77;366;324;90;267;2;315;0;1;0;3;1920;806;8;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;34675;75343;100238;"2";0;29;77;366;324;90;267;2;315;0;1;0;3;1920;806;8;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;34675;75343;100238;"2";0;29;77;366;324;90;267;2;315;0;1;0;3;1920;806;8;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;34675;75343;100238;"2";0;29;77;366;324;90;267;2;315;0;1;0;3;1920;806;8;0;0;1;0;0;0
0;1;0;0;0;0;667925;3564135;111943;27631;100238;"2";0;136;0;29;324;90;267;1;315;0;1;99;136;1600;872;8;0;0;0;1;0;0
0;1;0;0;0;0;667925;3564135;111943;27631;100238;"2";0;136;0;29;324;90;267;1;315;0;1;99;136;1600;872;8;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;0;75343;100238;"0";1;16;77;1210;324;90;267;1;315;0;1;2;29;1600;806;8;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;75343;100238;"0";1;16;77;1210;324;90;267;1;315;0;1;2;29;1600;806;8;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;75343;100238;"0";1;16;77;1210;324;90;267;1;315;0;1;2;29;1600;806;8;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;75343;100238;"0";1;16;77;1210;324;90;267;1;315;0;1;2;29;1600;806;8;0;0;1;0;0;0
0;1;0;0;0;0;1709362;3564135;86319;18290;100238;"0";0;136;6;114;324;90;267;0;315;0;1;1;16;1680;45;12;0;0;0;1;0;0
0;1;0;0;0;0;2506475;3564135;27792;56533;100238;"0";0;136;69;126;324;90;267;1;315;0;1;29;29;1920;203;19;0;0;0;1;0;0
0;1;0;0;0;0;2506475;3564135;27792;56533;100238;"0";0;136;69;126;324;90;267;1;315;0;1;29;29;1920;203;19;0;0;0;1;0;0
0;1;0;0;0;0;2506475;3564135;27792;56533;100238;"0";0;136;69;126;324;90;267;1;315;0;1;29;29;1920;203;19;0;0;0;1;0;0
0;1;0;0;0;0;2506475;3564135;27792;56533;100238;"0";0;136;69;126;324;90;267;1;315;0;1;29;29;1920;203;19;0;0;0;1;0;0
0;1;0;0;0;0;2506475;3564135;27792;56533;100238;"0";0;136;69;126;324;90;267;1;315;0;1;29;29;1920;203;19;0;0;0;1;0;0
0;1;0;0;0;0;2506475;3564135;27792;56533;100238;"0";0;136;69;126;324;90;267;1;315;0;1;29;29;1920;203;19;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;86319;452745;100238;"0";0;136;40;114;324;90;267;0;315;0;1;3;521;1366;806;6;0;0;0;1;0;0
0;1;0;0;0;0;7652654;3564135;88103;121351;100238;"0";1;136;7;0;324;90;267;3;315;0;1;0;136;1600;256;8;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;82888;100238;"0";0;7;82;188;324;90;267;1;315;0;1;2;22;1366;806;18;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;82888;100238;"0";0;7;82;188;324;90;267;1;315;0;1;2;22;1366;806;18;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;82888;100238;"0";0;7;82;188;324;90;267;1;315;0;1;2;22;1366;806;18;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;85205;524948;100238;"0";1;136;0;80;324;90;267;2;315;0;1;49;1914;1600;806;19;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;85205;524948;100238;"0";1;136;0;80;324;90;267;2;315;0;1;49;1914;1600;806;19;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;85205;524948;100238;"0";1;136;0;80;324;90;267;2;315;0;1;49;1914;1600;806;19;0;0;0;1;0;0
0;1;0;0;0;0;3252568;3564135;86319;75343;100238;"0";0;14;77;114;324;90;267;0;315;0;1;1;136;1280;806;19;0;1;0;0;0;0
0;1;0;0;0;0;81160;3564135;114435;75343;100238;"1";0;36;77;105;324;90;267;2;315;0;1;2;210;1366;124;20;0;0;1;0;0;0
0;1;0;0;0;0;81160;3564135;114435;75343;100238;"1";0;36;77;105;324;90;267;2;315;0;1;2;210;1366;124;20;0;0;1;0;0;0
0;1;0;0;0;0;81160;3564135;114435;75343;100238;"1";0;36;77;105;324;90;267;2;315;0;1;2;210;1366;124;20;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;53354;100238;"0";0;1971;1915;1973;324;90;267;1;315;0;1;2;1973;1920;806;9;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;53354;100238;"0";0;1971;1915;1973;324;90;267;1;315;0;1;2;1973;1920;806;9;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;53354;100238;"0";0;1971;1915;1973;324;90;267;1;315;0;1;2;1973;1920;806;9;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;53354;100238;"0";0;1971;1915;1973;324;90;267;1;315;0;1;2;1973;1920;806;9;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;0;53354;100238;"0";0;1971;1915;1973;324;90;267;1;315;0;1;2;1973;1920;806;9;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;79654;100238;"0";1;136;205;114;324;90;267;0;315;0;1;1;136;1024;806;18;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;86319;79654;100238;"0";1;136;205;114;324;90;267;0;315;0;1;1;136;1024;806;18;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;86319;79654;100238;"0";1;136;205;114;324;90;267;0;315;0;1;1;136;1024;806;18;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;86319;79654;100238;"0";1;136;205;114;324;90;267;0;315;0;1;1;136;1024;806;18;0;0;0;1;0;0
0;1;0;0;0;0;5527903;3564135;86319;17893;100238;"0";0;136;0;114;324;90;267;0;315;0;1;1;5;1920;3144;19;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;33259;42964;100238;"0";0;136;0;26;324;90;267;2;315;0;1;1;18;1366;806;20;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;33259;42964;100238;"0";0;136;0;26;324;90;267;2;315;0;1;1;18;1366;806;20;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;33259;42964;100238;"0";0;136;0;26;324;90;267;2;315;0;1;1;18;1366;806;20;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;33259;42964;100238;"0";0;136;0;26;324;90;267;2;315;0;1;1;18;1366;806;20;0;0;1;0;0;0
0;1;0;0;0;0;633932;3564135;16500;75343;100238;"3";0;49;77;31;324;90;267;1;315;0;1;5;17;1366;140;16;0;1;0;0;0;0
0;1;0;0;0;0;633932;3564135;16500;75343;100238;"3";0;49;77;31;324;90;267;1;315;0;1;5;17;1366;140;16;0;1;0;0;0;0
0;1;0;0;0;0;633932;3564135;16500;75343;100238;"3";0;49;77;31;324;90;267;1;315;0;1;5;17;1366;140;16;0;1;0;0;0;0
0;1;0;0;0;0;633932;3564135;16500;75343;100238;"3";0;49;77;31;324;90;267;1;315;0;1;5;17;1366;140;16;0;1;0;0;0;0
0;1;0;0;0;0;633932;3564135;16500;75343;100238;"3";0;49;77;31;324;90;267;1;315;0;1;5;17;1366;140;16;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;194857;75343;100238;"0";1;197;77;0;324;90;267;3;315;0;1;1;16;1366;806;8;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;177280;100238;"0";0;182;0;114;324;90;267;0;315;0;1;1;46;1600;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;177280;100238;"0";0;182;0;114;324;90;267;0;315;0;1;1;46;1600;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;177280;100238;"0";0;182;0;114;324;90;267;0;315;0;1;1;46;1600;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;177280;100238;"0";0;182;0;114;324;90;267;0;315;0;1;1;46;1600;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;86319;177280;100238;"0";0;182;0;114;324;90;267;0;315;0;1;1;46;1600;806;11;0;1;0;0;0;0
0;0;0;0;0;0;3252568;3564135;2388;74488;100238;"0";0;136;13;58;324;90;267;1;315;0;1;0;29;1536;806;19;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;2388;74488;100238;"0";0;136;13;58;324;90;267;1;315;0;1;0;29;1536;806;19;0;0;0;1;0;0
0;0;0;0;0;0;3252568;3564135;570447;26676;100238;"1";0;136;117;0;324;90;267;3;315;0;1;1;448;2560;806;19;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;570447;26676;100238;"1";0;136;117;0;324;90;267;3;315;0;1;1;448;2560;806;19;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;570447;26676;100238;"1";0;136;117;0;324;90;267;3;315;0;1;1;448;2560;806;19;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;570447;26676;100238;"1";0;136;117;0;324;90;267;3;315;0;1;1;448;2560;806;19;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;570447;26676;100238;"1";0;136;117;0;324;90;267;3;315;0;1;1;448;2560;806;19;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;570447;26676;100238;"1";0;136;117;0;324;90;267;3;315;0;1;1;448;2560;806;19;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;35701;75343;100238;"0";1;0;77;106;324;90;267;1;315;0;1;5;136;1366;806;17;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;271210;340236;100238;"0";1;458;0;114;324;90;267;4;315;0;1;2;40;1280;806;16;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;271210;340236;100238;"0";1;458;0;114;324;90;267;4;315;0;1;2;40;1280;806;16;0;0;1;0;0;0
0;0;0;0;0;0;3252568;3564135;271210;340236;100238;"0";1;458;0;114;324;90;267;4;315;0;1;2;40;1280;806;16;0;0;1;0;0;0
0;1;0;0;0;0;3252568;3564135;86319;161420;100238;"0";1;136;0;114;324;90;267;0;315;0;1;21;136;1280;806;9;0;0;0;0;0;0
0;1;0;0;0;0;3252568;3564135;86319;161420;100238;"0";1;136;0;114;324;90;267;0;315;0;1;21;136;1280;806;9;0;0;0;0;0;0
0;1;0;0;0;0;251465;3564135;78013;75343;100238;"0";1;18;77;163;324;90;267;1;315;0;1;85;136;1280;370;20;0;1;0;0;0;0
